prediction	error	relative_error	error_decile	abs_error_decile
11965.064282756193	9934.935717243807	0.45365003275085874	0	0
11965.064282756193	9934.935717243807	0.45365003275085874	0	0
10780.108741100119	275119.8912588999	0.9622941282228048	4	4
10780.108741100119	275119.8912588999	0.9622941282228048	4	4
11167.074430568777	-10667.074430568777	-21.334148861137553	0	0
11167.074430568777	-10667.074430568777	-21.334148861137553	0	0
11255.991922424	18744.008077576	0.6248002692525333	0	0
11255.991922424	18744.008077576	0.6248002692525333	0	0
12558.066458681113	15441.933541318887	0.5514976264756746	0	0
12558.066458681113	15441.933541318887	0.5514976264756746	0	0
11493.855322474623	68506.14467752537	0.8563268084690672	1	1
11493.855322474623	68506.14467752537	0.8563268084690672	1	1
10024.498458227721	-5024.498458227721	-1.0048996916455442	0	0
10024.498458227721	-5024.498458227721	-1.0048996916455442	0	0
9946.114867146498	20053.885132853502	0.6684628377617834	0	0
9946.114867146498	20053.885132853502	0.6684628377617834	0	0
11811.599463155682	-7811.599463155682	-1.9528998657889205	0	0
11811.599463155682	-7811.599463155682	-1.9528998657889205	0	0
11170.506471714505	-2170.506471714505	-0.24116738574605612	0	0
11170.506471714505	-2170.506471714505	-0.24116738574605612	0	0
10599.137990870335	-6599.137990870335	-1.6497844977175837	0	0
10599.137990870335	-6599.137990870335	-1.6497844977175837	0	0
10258.610104270072	-9258.610104270072	-9.258610104270073	0	0
10258.610104270072	-9258.610104270072	-9.258610104270073	0	0
12558.82963129418	15621.17036870582	0.5543353572997097	0	0
12558.82963129418	15621.17036870582	0.5543353572997097	0	0
12555.620797144298	7444.379202855702	0.3722189601427851	0	0
12555.620797144298	7444.379202855702	0.3722189601427851	0	0
11744.649048307403	-6544.649048307403	-1.2585863554437313	0	0
11744.649048307403	-6544.649048307403	-1.2585863554437313	0	0
11962.850429940805	1589.149570059195	0.11726310286741404	0	0
11962.850429940805	1589.149570059195	0.11726310286741404	0	0
11962.013601150195	-762.0136011501945	-0.06803692867412452	0	0
11962.013601150195	-762.0136011501945	-0.06803692867412452	0	0
11602.041590497925	621457.874733557	0.9883979584095021	9	9
11602.041590497925	621457.874733557	0.9883979584095021	9	9
12551.727296364033	-2551.7272963640335	-0.25517272963640336	0	0
12551.727296364033	-2551.7272963640335	-0.25517272963640336	0	0
12123.134183878288	37876.86581612171	0.7575373163224342	0	0
12123.134183878288	37876.86581612171	0.7575373163224342	0	0
11811.851687038707	-10211.851687038707	-6.382407304399192	0	0
11811.851687038707	-10211.851687038707	-6.382407304399192	0	0
12552.185700795946	-1552.185700795946	-0.14110779098144965	0	0
12552.185700795946	-1552.185700795946	-0.14110779098144965	0	0
11976.771807565266	-3476.7718075652665	-0.4090319773606196	0	0
11976.771807565266	-3476.7718075652665	-0.4090319773606196	0	0
12428.069106253572	-4528.069106253572	-0.5731733045890597	0	0
12428.069106253572	-4528.069106253572	-0.5731733045890597	0	0
11905.369858662394	-6905.369858662394	-1.381073971732479	0	0
11905.369858662394	-6905.369858662394	-1.381073971732479	0	0
12549.935388332515	-7549.935388332515	-1.509987077666503	0	0
12549.935388332515	-7549.935388332515	-1.509987077666503	0	0
12617.55916645029	-11374.52745391439	-10.85860823914501	0	0
12617.55916645029	-11374.52745391439	-10.85860823914501	0	0
11812.945072289072	-9364.945072289072	-3.825549457634425	0	0
11812.945072289072	-9364.945072289072	-3.825549457634425	0	0
11812.342557809285	-10899.342557809285	-11.937943655869972	0	0
11812.342557809285	-10899.342557809285	-11.937943655869972	0	0
12623.629778393424	3876.370221606576	0.23493152858221672	0	0
12623.629778393424	3876.370221606576	0.23493152858221672	0	0
12617.85532226868	-10817.85532226868	-6.009919623482601	0	0
12617.85532226868	-10817.85532226868	-6.009919623482601	0	0
12623.059101322076	2376.9408986779235	0.15846272657852822	0	0
12623.059101322076	2376.9408986779235	0.15846272657852822	0	0
11321.047433914078	13678.952566085922	0.5471581026434369	0	0
11321.047433914078	13678.952566085922	0.5471581026434369	0	0
15648.060180503342	621457.874733557	0.9988735348158322	9	9
15648.060180503342	621457.874733557	0.9988735348158322	9	9
12627.790606920424	14372.209393079576	0.5323040515955398	0	0
12627.790606920424	14372.209393079576	0.5323040515955398	0	0
12619.937440519918	-5619.937440519918	-0.8028482057885596	0	0
12619.937440519918	-5619.937440519918	-0.8028482057885596	0	0
11813.385730499103	-8513.385730499103	-2.579813857727001	0	0
11975.741850622664	-8025.741850622664	-2.031833379904472	0	0
11813.385730499103	-8513.385730499103	-2.579813857727001	0	0
11975.741850622664	-8025.741850622664	-2.031833379904472	0	0
11881.33819435008	-8881.33819435008	-2.96044606478336	0	0
11881.33819435008	-8881.33819435008	-2.96044606478336	0	0
10883.950308677879	-9683.950308677879	-8.069958590564898	0	0
10883.950308677879	-9683.950308677879	-8.069958590564898	0	0
12550.179470697838	-8800.179470697838	-2.3467145255194235	0	0
12550.179470697838	-8800.179470697838	-2.3467145255194235	0	0
11887.074431398045	5612.925568601955	0.3207386039201117	0	0
11887.074431398045	5612.925568601955	0.3207386039201117	0	0
11620.853870597146	-11020.853870597146	-18.368089784328575	0	0
11620.853870597146	-11020.853870597146	-18.368089784328575	0	0
